Notes,ICD Sub-Chapter,ICD Sub-Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Complications of medical and surgical care,Y40-Y84,"Cardiovascular devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",Y71.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Cardiovascular devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",Y71.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Cardiovascular devices associated with adverse incidents, miscellaneous devices, not elsewhere classified",Y71.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Otorhinolaryngological devices associated with adverse incidents, diagnostic and monitoring devices",Y72.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Otorhinolaryngological devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",Y72.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Otorhinolaryngological devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",Y72.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Otorhinolaryngological devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",Y72.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Otorhinolaryngological devices associated with adverse incidents, miscellaneous devices, not elsewhere classified",Y72.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Gastroenterology and urology devices associated with adverse incidents, diagnostic and monitoring devices",Y73.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Gastroenterology and urology devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",Y73.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Gastroenterology and urology devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",Y73.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Gastroenterology and urology devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",Y73.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Gastroenterology and urology devices associated with adverse incidents, miscellaneous devices, not elsewhere classified",Y73.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"General hospital and personal-use devices associated with adverse incidents, diagnostic and monitoring devices",Y74.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"General hospital and personal-use devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",Y74.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"General hospital and personal-use devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",Y74.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"General hospital and personal-use devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",Y74.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"General hospital and personal-use devices associated with adverse incidents, miscellaneous devices, not elsewhere classified",Y74.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Neurological devices associated with adverse incidents, diagnostic and monitoring devices",Y75.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Neurological devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",Y75.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Neurological devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",Y75.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Neurological devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",Y75.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Neurological devices associated with adverse incidents, miscellaneous devices, not elsewhere classified",Y75.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Obstetric and gynaecological devices associated with adverse incidents, diagnostic and monitoring devices",Y76.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Obstetric and gynaecological devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",Y76.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Obstetric and gynaecological devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",Y76.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Obstetric and gynaecological devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",Y76.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Obstetric and gynaecological devices associated with adverse incidents, miscellaneous devices, not elsewhere classified",Y76.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Ophthalmic devices associated with adverse incidents, diagnostic and monitoring devices",Y77.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Ophthalmic devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",Y77.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Ophthalmic devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",Y77.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Ophthalmic devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",Y77.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Ophthalmic devices associated with adverse incidents, miscellaneous devices, not elsewhere classified",Y77.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Radiological devices associated with adverse incidents, diagnostic and monitoring devices",Y78.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Radiological devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",Y78.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Radiological devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",Y78.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Radiological devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",Y78.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Radiological devices associated with adverse incidents, miscellaneous devices, not elsewhere classified",Y78.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Orthopaedic devices associated with adverse incidents, diagnostic and monitoring devices",Y79.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Orthopaedic devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",Y79.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Orthopaedic devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",Y79.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Orthopaedic devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",Y79.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Orthopaedic devices associated with adverse incidents, miscellaneous devices, not elsewhere classified",Y79.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Physical medicine devices associated with adverse incidents, diagnostic and monitoring devices",Y80.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Physical medicine devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",Y80.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Physical medicine devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",Y80.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Physical medicine devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",Y80.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Physical medicine devices associated with adverse incidents, miscellaneous devices, not elsewhere classified",Y80.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"General- and plastic-surgery devices associated with adverse incidents, diagnostic and monitoring devices",Y81.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"General- and plastic-surgery devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",Y81.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"General- and plastic-surgery devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",Y81.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"General- and plastic-surgery devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",Y81.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"General- and plastic-surgery devices associated with adverse incidents, miscellaneous devices, not elsewhere classified",Y81.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Other and unspecified medical devices associated with adverse incidents, diagnostic and monitoring devices",Y82.0,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Other and unspecified medical devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices",Y82.1,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Other and unspecified medical devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices",Y82.2,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Other and unspecified medical devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)",Y82.3,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,"Other and unspecified medical devices associated with adverse incidents, miscellaneous devices, not elsewhere classified",Y82.8,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Surgical operation with transplant of whole organ,Y83.0,61,334914895,0
,Complications of medical and surgical care,Y40-Y84,Surgical operation with implant of artificial internal device,Y83.1,330,334914895,0.1
,Complications of medical and surgical care,Y40-Y84,"Surgical operation with anastomosis, bypass or graft",Y83.2,149,334914895,0
,Complications of medical and surgical care,Y40-Y84,Surgical operation with formation of external stoma,Y83.3,265,334914895,0.1
,Complications of medical and surgical care,Y40-Y84,Other reconstructive surgery,Y83.4,101,334914895,0
,Complications of medical and surgical care,Y40-Y84,Amputation of limb(s),Y83.5,127,334914895,0
,Complications of medical and surgical care,Y40-Y84,Removal of other organ (partial) (total),Y83.6,96,334914895,0
,Complications of medical and surgical care,Y40-Y84,Other surgical procedures,Y83.8,104,334914895,0
,Complications of medical and surgical care,Y40-Y84,"Surgical procedure, unspecified",Y83.9,452,334914895,0.1
,Complications of medical and surgical care,Y40-Y84,Cardiac catheterization,Y84.0,12,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Kidney dialysis,Y84.1,77,334914895,0
,Complications of medical and surgical care,Y40-Y84,Radiological procedure and radiotherapy,Y84.2,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Shock therapy,Y84.3,Suppressed,334914895,Suppressed
,Complications of medical and surgical care,Y40-Y84,Aspiration of fluid,Y84.4,10,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Insertion of gastric or duodenal sound,Y84.5,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Urinary catheterization,Y84.6,174,334914895,0.1
,Complications of medical and surgical care,Y40-Y84,Blood-sampling,Y84.7,0,334914895,Unreliable
,Complications of medical and surgical care,Y40-Y84,Other medical procedures,Y84.8,415,334914895,0.1
